product_name,price_per_unit,date,vendor_id
Cloud Compute Credit,202.66,2024-08-27,V001275
Cloud Compute Credit,207.84,2025-12-16,V001275
Cloud Compute Credit,444.43,2024-12-14,V001275
Enterprise Laptop,1188.33,2025-12-04,V001276
Enterprise Laptop,1136.42,2025-08-28,V001276
Enterprise Laptop,1253.23,2024-05-25,V001276
Corporate Smartphone,984.13,2024-12-11,V001276
Corporate Smartphone,987.66,2026-01-19,V001276
Corporate Smartphone,947.47,2025-11-10,V001276
Rack Server,7458.73,2024-07-16,V001276
Rack Server,7700.1,2024-07-06,V001276
Rack Server,7891.13,2025-09-06,V001276
Rack Server,6535.08,2025-10-29,V001276
Cloud Compute Credit,453.83,2024-06-24,V001276
Cloud Compute Credit,241.28,2025-12-27,V001276
Enterprise Laptop,1082.5,2025-03-16,V001277
Enterprise Laptop,1063.45,2025-05-06,V001277
Enterprise Laptop,1228.27,2024-06-18,V001277
Corporate Smartphone,602.81,2024-08-26,V001277
Corporate Smartphone,1030.39,2025-01-18,V001277
Corporate Smartphone,890.27,2026-04-23,V001277
Corporate Smartphone,638.03,2026-01-24,V001277
Rack Server,7474.29,2024-07-28,V001277
Rack Server,8713.84,2025-04-24,V001277
Cloud Compute Credit,408.02,2025-01-15,V001277
Cloud Compute Credit,328.84,2025-08-18,V001277
Enterprise Laptop,1212.05,2024-06-06,V001278
Enterprise Laptop,1375.89,2024-05-25,V001278
Enterprise Laptop,899.85,2026-01-27,V001278
Corporate Smartphone,877.77,2024-12-13,V001278
Corporate Smartphone,934.71,2024-06-07,V001278
Rack Server,7931.53,2024-12-22,V001278
Rack Server,9419.72,2024-08-22,V001278
Rack Server,7533.93,2024-09-09,V001278
Cloud Compute Credit,330.22,2025-12-11,V001278
Cloud Compute Credit,505.33,2026-02-13,V001278
Cloud Compute Credit,145.47,2025-09-24,V001278
Cloud Compute Credit,221.36,2025-08-23,V001278
Enterprise Laptop,1357.73,2024-11-04,V001279
Enterprise Laptop,1334.5,2024-11-03,V001279
Corporate Smartphone,788.35,2024-08-10,V001279
Corporate Smartphone,635.08,2026-01-26,V001279
Corporate Smartphone,892.06,2025-07-03,V001279
Rack Server,7013.41,2026-01-01,V001279
Rack Server,8297.91,2025-10-18,V001279
Rack Server,7477.95,2026-03-08,V001279
Cloud Compute Credit,376.4,2024-09-01,V001279
Cloud Compute Credit,452.24,2026-02-27,V001279
Cloud Compute Credit,353.15,2025-01-04,V001279
Enterprise Laptop,886.11,2026-04-13,V001280
Enterprise Laptop,1367.75,2025-01-02,V001280
Enterprise Laptop,1290.49,2024-08-06,V001280
Enterprise Laptop,1193.87,2025-12-14,V001280
Corporate Smartphone,528.94,2025-06-28,V001280
Corporate Smartphone,1038.75,2025-08-02,V001280
Rack Server,9346.14,2024-07-26,V001280
Rack Server,9787.84,2025-02-17,V001280
Rack Server,6724.27,2025-02-05,V001280
Cloud Compute Credit,402.88,2024-05-27,V001280
Cloud Compute Credit,238.58,2026-03-25,V001280
Cloud Compute Credit,286.85,2024-07-29,V001280
Cloud Compute Credit,444.85,2024-05-27,V001280
Enterprise Laptop,1278.62,2024-12-13,V001281
Enterprise Laptop,1643.54,2024-07-07,V001281
Enterprise Laptop,1325.04,2025-01-15,V001281
Enterprise Laptop,1624.5,2024-07-02,V001281
Corporate Smartphone,1029.81,2026-04-03,V001281
Corporate Smartphone,971.8,2025-01-01,V001281
Corporate Smartphone,1060.79,2025-04-12,V001281
Corporate Smartphone,739.58,2024-08-31,V001281
Rack Server,8173.57,2025-12-28,V001281
Rack Server,10005.43,2025-09-30,V001281
Rack Server,8917.39,2025-01-20,V001281
Rack Server,8497.49,2025-02-12,V001281
Cloud Compute Credit,359.22,2026-04-07,V001281
Cloud Compute Credit,601.19,2025-08-18,V001281
Enterprise Laptop,1081.09,2025-05-24,V001282
Enterprise Laptop,1500.39,2024-11-29,V001282
Enterprise Laptop,1288.78,2025-09-25,V001282
Corporate Smartphone,652.55,2025-04-08,V001282
Corporate Smartphone,893.68,2024-12-19,V001282
Rack Server,9093.88,2025-01-16,V001282
Rack Server,11609.51,2024-08-14,V001282
Rack Server,9758.25,2025-02-28,V001282
Rack Server,7985.1,2025-07-21,V001282
Cloud Compute Credit,334.13,2024-06-15,V001282
Cloud Compute Credit,371.71,2025-12-26,V001282
Cloud Compute Credit,262.46,2025-01-11,V001282
Cloud Compute Credit,448.91,2024-12-17,V001282
Enterprise Laptop,1236.83,2024-06-07,V001283
Enterprise Laptop,1038.36,2025-09-15,V001283
Corporate Smartphone,1023.97,2025-06-08,V001283
Corporate Smartphone,1053.62,2025-08-01,V001283
Corporate Smartphone,1031.36,2025-12-12,V001283
Corporate Smartphone,663.51,2025-05-05,V001283
Rack Server,7281.03,2026-03-21,V001283
Rack Server,8132.85,2025-12-20,V001283
Cloud Compute Credit,520.88,2025-09-24,V001283
Cloud Compute Credit,439.46,2025-04-28,V001283
Enterprise Laptop,1159.82,2025-04-08,V001284
Enterprise Laptop,1603.27,2024-09-12,V001284
Enterprise Laptop,1434.48,2025-12-11,V001284
Corporate Smartphone,683.18,2024-09-02,V001284
Corporate Smartphone,736.71,2025-03-06,V001284
Corporate Smartphone,831.8,2025-11-07,V001284
Rack Server,9332.32,2025-06-01,V001284
Rack Server,10068.3,2025-10-18,V001284
Rack Server,9022.18,2025-06-06,V001284
Cloud Compute Credit,322.69,2024-09-23,V001284
Cloud Compute Credit,203.08,2026-03-08,V001284
Enterprise Laptop,1064.08,2024-05-12,V001285
Enterprise Laptop,1240.51,2025-02-26,V001285
Enterprise Laptop,1349.27,2025-02-24,V001285
Enterprise Laptop,988.92,2025-10-03,V001285
Corporate Smartphone,878.02,2024-09-14,V001285
Corporate Smartphone,951.71,2025-10-16,V001285
Rack Server,9334.35,2024-10-08,V001285
Rack Server,9577.6,2024-10-22,V001285
Cloud Compute Credit,130.51,2025-08-23,V001285
Cloud Compute Credit,365.69,2025-08-20,V001285
Cloud Compute Credit,312.99,2025-02-07,V001285
Cloud Compute Credit,207.85,2025-07-26,V001285
Enterprise Laptop,1189.0,2025-07-21,V001286
Enterprise Laptop,1269.96,2025-12-17,V001286
Enterprise Laptop,1384.43,2024-12-29,V001286
Corporate Smartphone,1008.49,2025-10-15,V001286
Corporate Smartphone,1146.89,2025-12-29,V001286
Corporate Smartphone,740.4,2025-09-25,V001286
Rack Server,7732.67,2026-02-21,V001286
Rack Server,10077.12,2024-05-12,V001286
Cloud Compute Credit,154.63,2025-05-31,V001286
Cloud Compute Credit,275.51,2026-02-20,V001286
Cloud Compute Credit,519.1,2024-08-08,V001286
Cloud Compute Credit,361.03,2025-03-24,V001286
Enterprise Laptop,1327.12,2024-10-22,V001287
Enterprise Laptop,1226.42,2025-03-11,V001287
Enterprise Laptop,1428.19,2025-11-19,V001287
Corporate Smartphone,629.31,2025-07-02,V001287
Corporate Smartphone,1005.55,2024-08-27,V001287
Rack Server,9803.01,2025-11-19,V001287
Rack Server,9816.57,2025-07-25,V001287
Cloud Compute Credit,459.89,2025-05-11,V001287
Cloud Compute Credit,522.61,2024-08-13,V001287
Enterprise Laptop,948.71,2025-01-22,V001288
Enterprise Laptop,1152.61,2025-02-03,V001288
Enterprise Laptop,1159.86,2025-12-08,V001288
Enterprise Laptop,1155.34,2024-09-04,V001288
Corporate Smartphone,960.48,2026-02-26,V001288
Corporate Smartphone,616.5,2025-07-13,V001288
Corporate Smartphone,616.33,2025-11-07,V001288
Rack Server,8534.68,2024-07-02,V001288
Rack Server,7630.0,2024-07-02,V001288
Cloud Compute Credit,235.89,2025-11-03,V001288
Cloud Compute Credit,149.59,2025-12-21,V001288
Enterprise Laptop,1515.23,2024-09-18,V001289
Enterprise Laptop,1034.42,2025-09-19,V001289
Enterprise Laptop,1096.42,2025-09-11,V001289
Enterprise Laptop,1198.34,2025-09-14,V001289
Corporate Smartphone,657.91,2024-11-07,V001289
Corporate Smartphone,1085.2,2025-04-28,V001289
Corporate Smartphone,648.0,2025-02-01,V001289
Corporate Smartphone,838.73,2024-12-02,V001289
Rack Server,10752.43,2025-03-19,V001289
Rack Server,8884.39,2025-06-25,V001289
Rack Server,7233.02,2026-02-21,V001289
Rack Server,10053.24,2024-06-15,V001289
Cloud Compute Credit,561.67,2026-01-23,V001289
Cloud Compute Credit,317.91,2025-05-10,V001289
Cloud Compute Credit,482.91,2025-03-29,V001289
Enterprise Laptop,1002.93,2026-01-26,V001290
Enterprise Laptop,1291.8,2025-07-13,V001290
Corporate Smartphone,819.83,2025-01-26,V001290
Corporate Smartphone,632.54,2024-08-21,V001290
Rack Server,8923.8,2024-09-12,V001290
Rack Server,8136.36,2025-02-08,V001290
Rack Server,11138.41,2024-08-06,V001290
Rack Server,9359.05,2024-12-16,V001290
Cloud Compute Credit,283.76,2025-05-20,V001290
Cloud Compute Credit,203.6,2025-08-14,V001290
Cloud Compute Credit,293.24,2024-11-24,V001290
Cloud Compute Credit,123.56,2024-07-20,V001290
Enterprise Laptop,1268.41,2025-04-25,V001291
Enterprise Laptop,1393.9,2025-02-03,V001291
Enterprise Laptop,1346.35,2025-06-01,V001291
Enterprise Laptop,1173.47,2024-09-19,V001291
Corporate Smartphone,1063.33,2025-01-06,V001291
Corporate Smartphone,683.78,2024-12-23,V001291
Rack Server,7677.55,2025-04-23,V001291
Rack Server,9538.28,2025-02-17,V001291
Rack Server,9480.26,2025-06-23,V001291
Cloud Compute Credit,255.62,2025-11-21,V001291
Cloud Compute Credit,475.11,2025-08-21,V001291
Cloud Compute Credit,222.77,2025-03-08,V001291
Enterprise Laptop,1088.45,2026-01-05,V001292
Enterprise Laptop,1046.14,2025-07-10,V001292
Corporate Smartphone,962.97,2025-08-20,V001292
Corporate Smartphone,765.23,2025-09-23,V001292
Corporate Smartphone,755.67,2026-02-05,V001292
Rack Server,6338.61,2025-08-23,V001292
Rack Server,6969.72,2024-06-11,V001292
Rack Server,8943.17,2024-05-22,V001292
Cloud Compute Credit,232.24,2024-12-21,V001292
Cloud Compute Credit,195.62,2025-03-23,V001292
Cloud Compute Credit,218.36,2025-12-29,V001292
Cloud Compute Credit,166.21,2026-01-11,V001292
Enterprise Laptop,1140.75,2024-05-20,V001293
Enterprise Laptop,1261.07,2024-11-25,V001293
Corporate Smartphone,635.7,2025-12-15,V001293
Corporate Smartphone,535.09,2025-11-24,V001293
Corporate Smartphone,885.64,2024-08-26,V001293
Rack Server,7398.4,2025-05-11,V001293
Rack Server,7542.57,2025-12-16,V001293
Cloud Compute Credit,226.18,2026-01-01,V001293
Cloud Compute Credit,303.32,2024-05-28,V001293
Cloud Compute Credit,420.77,2026-01-19,V001293
Enterprise Laptop,1185.6,2025-03-21,V001294
Enterprise Laptop,983.87,2024-10-07,V001294
Enterprise Laptop,1028.92,2026-02-20,V001294
Enterprise Laptop,1315.19,2025-01-09,V001294
Corporate Smartphone,886.15,2025-04-18,V001294
Corporate Smartphone,690.25,2025-12-03,V001294
Corporate Smartphone,668.72,2025-02-26,V001294
Rack Server,7473.02,2026-03-29,V001294
Rack Server,7506.82,2025-11-11,V001294
Cloud Compute Credit,263.12,2025-02-16,V001294
Cloud Compute Credit,252.22,2024-05-31,V001294
Cloud Compute Credit,133.38,2024-06-13,V001294
Cloud Compute Credit,425.88,2024-09-11,V001294
Enterprise Laptop,895.89,2025-07-24,V001295
Enterprise Laptop,1092.19,2025-01-06,V001295
Enterprise Laptop,872.77,2025-10-05,V001295
Enterprise Laptop,1122.6,2026-01-11,V001295
Corporate Smartphone,670.45,2026-01-20,V001295
Corporate Smartphone,734.1,2024-05-18,V001295
Corporate Smartphone,625.39,2024-12-31,V001295
Rack Server,5828.37,2025-09-12,V001295
Rack Server,7328.04,2026-03-29,V001295
Cloud Compute Credit,412.91,2025-07-21,V001295
Cloud Compute Credit,406.01,2026-01-15,V001295
Cloud Compute Credit,389.45,2025-10-23,V001295
Cloud Compute Credit,297.37,2025-08-02,V001295
Enterprise Laptop,1200.53,2024-08-20,V001296
Enterprise Laptop,1357.41,2024-12-19,V001296
Enterprise Laptop,1047.04,2024-10-06,V001296
Enterprise Laptop,1026.77,2025-03-20,V001296
Corporate Smartphone,929.92,2024-09-18,V001296
Corporate Smartphone,905.11,2025-06-08,V001296
Corporate Smartphone,739.64,2025-07-14,V001296
Rack Server,9028.3,2024-08-07,V001296
Rack Server,8673.54,2024-08-21,V001296
Cloud Compute Credit,114.44,2026-04-16,V001296
Cloud Compute Credit,411.15,2025-04-15,V001296
Enterprise Laptop,848.84,2025-09-12,V001297
Enterprise Laptop,883.24,2026-02-11,V001297
Corporate Smartphone,920.58,2025-07-10,V001297
Corporate Smartphone,837.09,2025-12-14,V001297
Corporate Smartphone,645.14,2026-01-11,V001297
Corporate Smartphone,919.69,2025-01-31,V001297
Rack Server,7966.87,2025-02-21,V001297
Rack Server,5527.56,2025-11-26,V001297
Cloud Compute Credit,97.94,2025-07-06,V001297
Cloud Compute Credit,437.77,2026-03-17,V001297
Cloud Compute Credit,224.43,2025-05-03,V001297
Cloud Compute Credit,239.02,2025-01-07,V001297
Enterprise Laptop,929.4,2025-10-11,V001298
Enterprise Laptop,969.5,2025-05-06,V001298
Corporate Smartphone,607.24,2025-12-15,V001298
Corporate Smartphone,857.64,2024-06-07,V001298
Corporate Smartphone,811.18,2024-11-29,V001298
Corporate Smartphone,725.51,2025-06-30,V001298
Rack Server,6836.11,2024-12-17,V001298
Rack Server,8405.4,2025-09-24,V001298
Rack Server,8695.08,2024-12-11,V001298
Cloud Compute Credit,264.08,2024-08-15,V001298
Cloud Compute Credit,290.23,2025-12-28,V001298
Enterprise Laptop,1494.33,2024-05-05,V001299
Enterprise Laptop,994.51,2025-08-11,V001299
Enterprise Laptop,1220.93,2024-10-10,V001299
Enterprise Laptop,1045.65,2025-10-13,V001299
Corporate Smartphone,754.35,2025-09-28,V001299
Corporate Smartphone,759.22,2024-09-23,V001299
Rack Server,10994.86,2024-08-01,V001299
Rack Server,8681.05,2025-10-22,V001299
Rack Server,6354.04,2025-12-23,V001299
Rack Server,10664.19,2025-01-13,V001299
Cloud Compute Credit,277.88,2025-06-14,V001299
Cloud Compute Credit,372.87,2025-10-28,V001299
Enterprise Laptop,1401.24,2024-06-26,V001300
Enterprise Laptop,1183.59,2024-11-30,V001300
Corporate Smartphone,820.16,2024-08-27,V001300
Corporate Smartphone,1079.24,2025-01-20,V001300
Corporate Smartphone,849.58,2025-01-13,V001300
Corporate Smartphone,873.4,2025-09-11,V001300
Rack Server,10787.77,2024-07-09,V001300
Rack Server,9065.59,2026-04-05,V001300
Rack Server,9688.98,2025-12-03,V001300
Rack Server,8221.11,2026-02-17,V001300
Cloud Compute Credit,575.84,2025-11-12,V001300
Cloud Compute Credit,159.43,2024-11-10,V001300
Cloud Compute Credit,535.04,2025-12-18,V001300
Cloud Compute Credit,519.99,2025-09-15,V001300
Enterprise Laptop,1278.21,2025-09-29,V001301
Enterprise Laptop,1087.96,2024-12-12,V001301
Enterprise Laptop,1082.46,2024-12-24,V001301
Enterprise Laptop,1149.85,2024-08-11,V001301
Corporate Smartphone,551.55,2025-08-04,V001301
Corporate Smartphone,943.25,2026-03-15,V001301
Corporate Smartphone,772.53,2025-07-14,V001301
Rack Server,8191.21,2025-11-16,V001301
Rack Server,9028.3,2024-06-28,V001301
Cloud Compute Credit,311.8,2025-10-01,V001301
Cloud Compute Credit,289.63,2025-12-11,V001301
Cloud Compute Credit,365.43,2024-12-02,V001301
Enterprise Laptop,1242.17,2025-11-24,V001302
Enterprise Laptop,1142.76,2025-05-17,V001302
Corporate Smartphone,892.63,2024-10-19,V001302
Corporate Smartphone,733.19,2025-05-20,V001302
Rack Server,11239.82,2024-06-13,V001302
Rack Server,8954.01,2025-11-25,V001302
Rack Server,8264.27,2025-03-31,V001302
Rack Server,9961.74,2026-01-14,V001302
Cloud Compute Credit,485.78,2026-04-15,V001302
Cloud Compute Credit,376.53,2025-10-27,V001302
Cloud Compute Credit,120.77,2025-10-06,V001302
Cloud Compute Credit,293.51,2026-02-20,V001302
Enterprise Laptop,1061.94,2026-04-04,V001303
Enterprise Laptop,1184.11,2025-03-02,V001303
Corporate Smartphone,903.86,2026-04-16,V001303
Corporate Smartphone,693.03,2025-09-07,V001303
Rack Server,6181.35,2026-02-21,V001303
Rack Server,7008.46,2025-04-29,V001303
Rack Server,7345.32,2025-10-23,V001303
Cloud Compute Credit,452.71,2026-01-02,V001303
Cloud Compute Credit,223.03,2025-07-29,V001303
Enterprise Laptop,1415.48,2025-02-23,V001304
Enterprise Laptop,1246.89,2025-07-01,V001304
Corporate Smartphone,563.79,2026-04-16,V001304
Corporate Smartphone,953.97,2025-03-28,V001304
Corporate Smartphone,965.73,2024-06-21,V001304
Corporate Smartphone,971.72,2024-12-29,V001304
Rack Server,7825.1,2025-05-27,V001304
Rack Server,7663.31,2025-11-24,V001304
Rack Server,8364.79,2026-03-31,V001304
Rack Server,8722.17,2025-06-12,V001304
Cloud Compute Credit,482.07,2025-12-16,V001304
Cloud Compute Credit,229.14,2025-02-07,V001304
Enterprise Laptop,1040.43,2025-05-05,V001305
Enterprise Laptop,906.29,2026-01-16,V001305
Enterprise Laptop,1165.9,2024-12-20,V001305
Corporate Smartphone,960.37,2026-01-26,V001305
Corporate Smartphone,807.12,2025-11-08,V001305
Corporate Smartphone,806.55,2026-01-08,V001305
Corporate Smartphone,674.91,2025-08-24,V001305
Rack Server,7296.2,2025-10-02,V001305
Rack Server,6312.02,2026-02-05,V001305
Rack Server,8620.45,2026-01-17,V001305
Rack Server,9758.73,2024-06-03,V001305
Cloud Compute Credit,183.72,2024-07-01,V001305
Cloud Compute Credit,233.29,2026-04-25,V001305
Cloud Compute Credit,421.28,2025-11-28,V001305
Enterprise Laptop,1090.52,2026-01-18,V001306
Enterprise Laptop,1286.57,2025-05-30,V001306
Enterprise Laptop,1200.76,2025-11-13,V001306
Corporate Smartphone,865.69,2025-08-21,V001306
Corporate Smartphone,564.09,2025-12-12,V001306
Corporate Smartphone,1072.81,2025-06-16,V001306
Corporate Smartphone,912.8,2025-01-14,V001306
Rack Server,9369.6,2025-06-15,V001306
Rack Server,10482.9,2024-06-17,V001306
Cloud Compute Credit,343.24,2025-05-05,V001306
Cloud Compute Credit,403.04,2024-08-03,V001306
Cloud Compute Credit,141.67,2024-12-04,V001306
Enterprise Laptop,965.11,2024-07-30,V001307
Enterprise Laptop,1204.3,2025-07-08,V001307
Corporate Smartphone,772.84,2025-08-26,V001307
Corporate Smartphone,903.24,2025-06-11,V001307
Corporate Smartphone,681.64,2025-03-27,V001307
Rack Server,7296.61,2025-06-15,V001307
Rack Server,8437.4,2025-02-11,V001307
Rack Server,9095.88,2024-10-05,V001307
Rack Server,10131.68,2024-05-13,V001307
Cloud Compute Credit,337.42,2025-11-06,V001307
Cloud Compute Credit,392.49,2026-01-11,V001307
Cloud Compute Credit,421.74,2026-03-09,V001307
Enterprise Laptop,1472.51,2024-11-20,V001308
Enterprise Laptop,1058.75,2025-02-26,V001308
Enterprise Laptop,1120.47,2025-12-18,V001308
Enterprise Laptop,1207.99,2026-03-01,V001308
Corporate Smartphone,730.38,2026-01-29,V001308
Corporate Smartphone,1068.09,2024-06-29,V001308
Corporate Smartphone,985.79,2025-05-14,V001308
Rack Server,7638.69,2025-02-26,V001308
Rack Server,8928.86,2024-10-19,V001308
Rack Server,10642.88,2024-07-02,V001308
Cloud Compute Credit,281.84,2024-08-09,V001308
Cloud Compute Credit,415.02,2024-11-09,V001308
Cloud Compute Credit,377.53,2025-01-28,V001308
Cloud Compute Credit,344.67,2024-10-22,V001308
Enterprise Laptop,1182.53,2025-06-21,V001309
Enterprise Laptop,1316.91,2025-10-15,V001309
Enterprise Laptop,1227.49,2025-02-04,V001309
Enterprise Laptop,1015.3,2026-03-06,V001309
Corporate Smartphone,887.68,2024-08-11,V001309
Corporate Smartphone,648.66,2026-01-27,V001309
Corporate Smartphone,853.02,2025-08-15,V001309
Corporate Smartphone,903.14,2025-07-09,V001309
Rack Server,7426.71,2026-03-31,V001309
Rack Server,6700.4,2025-12-09,V001309
Rack Server,9436.09,2025-08-12,V001309
Cloud Compute Credit,150.89,2025-08-16,V001309
Cloud Compute Credit,283.12,2025-07-28,V001309
Cloud Compute Credit,323.98,2024-08-02,V001309
Cloud Compute Credit,367.36,2024-06-07,V001309
Enterprise Laptop,1224.55,2025-06-14,V001310
Enterprise Laptop,1382.21,2025-11-17,V001310
Enterprise Laptop,1653.89,2024-09-04,V001310
Enterprise Laptop,1225.28,2024-06-11,V001310
Corporate Smartphone,1013.77,2025-08-30,V001310
Corporate Smartphone,827.03,2024-10-29,V001310
Corporate Smartphone,1051.2,2026-03-09,V001310
Rack Server,10408.98,2025-06-12,V001310
Rack Server,8459.68,2024-09-23,V001310
Rack Server,8175.79,2024-09-22,V001310
Cloud Compute Credit,169.02,2024-12-02,V001310
Cloud Compute Credit,241.04,2025-10-30,V001310
Enterprise Laptop,1587.16,2025-05-06,V001311
Enterprise Laptop,1557.78,2025-01-09,V001311
Corporate Smartphone,635.37,2026-03-30,V001311
Corporate Smartphone,964.18,2024-11-01,V001311
Rack Server,8109.22,2025-08-17,V001311
Rack Server,9942.91,2025-11-16,V001311
Rack Server,9047.93,2026-03-20,V001311
Rack Server,11083.09,2024-09-10,V001311
Cloud Compute Credit,505.4,2024-07-16,V001311
Cloud Compute Credit,523.34,2024-06-29,V001311
Cloud Compute Credit,486.07,2025-08-08,V001311
Cloud Compute Credit,447.7,2024-07-30,V001311
Enterprise Laptop,1168.18,2024-08-26,V001312
Enterprise Laptop,1096.62,2025-11-18,V001312
Enterprise Laptop,974.5,2025-09-29,V001312
Enterprise Laptop,1167.41,2025-05-23,V001312
Corporate Smartphone,713.77,2026-04-30,V001312
Corporate Smartphone,878.13,2024-11-30,V001312
Rack Server,6452.68,2026-04-01,V001312
Rack Server,6729.83,2025-08-19,V001312
Rack Server,5815.7,2026-01-01,V001312
Cloud Compute Credit,337.83,2024-07-12,V001312
Cloud Compute Credit,416.47,2024-10-17,V001312
Cloud Compute Credit,308.92,2024-10-04,V001312
Cloud Compute Credit,304.63,2024-08-07,V001312
Enterprise Laptop,1249.12,2025-08-20,V001313
Enterprise Laptop,1297.35,2024-11-10,V001313
Enterprise Laptop,1224.92,2026-02-21,V001313
Corporate Smartphone,999.91,2024-10-02,V001313
Corporate Smartphone,912.64,2025-10-16,V001313
Corporate Smartphone,606.69,2026-01-18,V001313
Corporate Smartphone,523.82,2026-04-23,V001313
Rack Server,7672.99,2025-02-16,V001313
Rack Server,8266.59,2025-06-05,V001313
Rack Server,9200.5,2025-01-21,V001313
Rack Server,7601.69,2026-01-10,V001313
Cloud Compute Credit,429.22,2025-06-26,V001313
Cloud Compute Credit,314.25,2025-08-17,V001313
Cloud Compute Credit,435.41,2024-12-29,V001313
Enterprise Laptop,1298.18,2025-11-24,V001314
Enterprise Laptop,1468.47,2024-06-05,V001314
Enterprise Laptop,1035.07,2025-11-09,V001314
Enterprise Laptop,1059.19,2025-03-23,V001314
Corporate Smartphone,994.23,2026-02-17,V001314
Corporate Smartphone,1102.06,2025-01-24,V001314
Corporate Smartphone,1166.88,2024-05-25,V001314
Rack Server,7666.47,2024-11-01,V001314
Rack Server,6995.48,2025-05-29,V001314
Cloud Compute Credit,433.76,2025-12-07,V001314
Cloud Compute Credit,313.52,2025-10-10,V001314
Enterprise Laptop,961.95,2025-10-26,V001315
Enterprise Laptop,1250.29,2025-02-25,V001315
Enterprise Laptop,1288.62,2024-11-05,V001315
Corporate Smartphone,885.36,2025-10-20,V001315
Corporate Smartphone,709.86,2025-11-02,V001315
Corporate Smartphone,617.13,2024-10-10,V001315
Corporate Smartphone,700.27,2025-08-18,V001315
Rack Server,7403.3,2026-03-31,V001315
Rack Server,7141.95,2025-03-04,V001315
Rack Server,9862.24,2025-03-27,V001315
Rack Server,8859.23,2025-09-07,V001315
Cloud Compute Credit,234.42,2026-03-14,V001315
Cloud Compute Credit,265.56,2025-08-01,V001315
Enterprise Laptop,1275.37,2026-02-04,V001316
Enterprise Laptop,1335.59,2024-07-18,V001316
Enterprise Laptop,1275.0,2026-03-09,V001316
Corporate Smartphone,916.19,2025-03-24,V001316
Corporate Smartphone,1042.07,2026-04-16,V001316
Corporate Smartphone,1098.86,2025-11-16,V001316
Corporate Smartphone,1259.4,2024-08-15,V001316
Rack Server,10780.84,2024-10-11,V001316
Rack Server,11960.74,2024-05-01,V001316
Rack Server,8409.92,2024-09-14,V001316
Cloud Compute Credit,335.76,2025-08-30,V001316
Cloud Compute Credit,356.01,2024-05-18,V001316
Cloud Compute Credit,339.06,2024-08-13,V001316
Enterprise Laptop,1303.3,2025-05-07,V001317
Enterprise Laptop,1214.7,2024-12-15,V001317
Corporate Smartphone,933.97,2026-04-18,V001317
Corporate Smartphone,874.82,2026-04-09,V001317
Corporate Smartphone,928.86,2026-04-11,V001317
Rack Server,7730.91,2025-10-09,V001317
Rack Server,8513.11,2026-04-28,V001317
Rack Server,11805.2,2024-07-08,V001317
Cloud Compute Credit,405.56,2025-05-17,V001317
Cloud Compute Credit,216.15,2025-06-24,V001317
Cloud Compute Credit,368.85,2024-06-17,V001317
Enterprise Laptop,1320.83,2024-07-28,V001318
Enterprise Laptop,1135.47,2024-06-21,V001318
Enterprise Laptop,1090.54,2025-06-26,V001318
Corporate Smartphone,1210.18,2024-09-08,V001318
Corporate Smartphone,913.25,2026-02-07,V001318
Corporate Smartphone,1074.22,2025-11-02,V001318
Rack Server,10152.75,2025-05-22,V001318
Rack Server,9548.26,2025-04-01,V001318
Cloud Compute Credit,222.03,2024-05-01,V001318
Cloud Compute Credit,122.59,2025-10-20,V001318
Enterprise Laptop,842.24,2026-03-12,V001319
Enterprise Laptop,1007.74,2024-09-05,V001319
Corporate Smartphone,873.47,2024-09-23,V001319
Corporate Smartphone,961.43,2025-09-11,V001319
Rack Server,6126.29,2025-12-04,V001319
Rack Server,6849.32,2025-09-15,V001319
Rack Server,8199.62,2025-06-07,V001319
Rack Server,8425.24,2024-11-25,V001319
Cloud Compute Credit,114.6,2024-06-17,V001319
Cloud Compute Credit,107.47,2024-10-23,V001319
Cloud Compute Credit,431.48,2025-09-07,V001319
Cloud Compute Credit,425.6,2025-11-10,V001319
Enterprise Laptop,1140.52,2024-12-15,V001320
Enterprise Laptop,1284.92,2025-02-22,V001320
Enterprise Laptop,1361.23,2025-03-28,V001320
Enterprise Laptop,1121.63,2025-06-03,V001320
Corporate Smartphone,958.95,2024-11-25,V001320
Corporate Smartphone,1078.6,2025-12-08,V001320
Corporate Smartphone,733.21,2025-01-26,V001320
Corporate Smartphone,871.63,2025-06-19,V001320
Rack Server,8919.9,2025-07-12,V001320
Rack Server,7138.39,2025-06-08,V001320
Rack Server,9713.97,2025-05-15,V001320
Rack Server,7462.43,2025-06-25,V001320
Cloud Compute Credit,461.9,2025-02-07,V001320
Cloud Compute Credit,123.47,2026-04-02,V001320
Cloud Compute Credit,122.34,2025-03-11,V001320
Enterprise Laptop,1028.85,2025-10-27,V001321
Enterprise Laptop,1391.41,2024-07-08,V001321
Enterprise Laptop,1077.86,2024-06-21,V001321
Enterprise Laptop,1085.14,2025-08-10,V001321
Corporate Smartphone,760.73,2025-10-12,V001321
Corporate Smartphone,680.25,2025-08-02,V001321
Corporate Smartphone,971.88,2025-11-19,V001321
Corporate Smartphone,993.02,2025-09-09,V001321
Rack Server,9302.24,2024-10-19,V001321
Rack Server,7750.52,2025-12-24,V001321
Rack Server,9854.29,2025-02-16,V001321
Rack Server,7926.27,2025-01-07,V001321
Cloud Compute Credit,350.33,2025-05-02,V001321
Cloud Compute Credit,437.43,2025-10-07,V001321
Cloud Compute Credit,283.14,2026-01-20,V001321
