LIFNR,NAME1,RISK_CLASS,avg_days_overdue_hist,late_ratio,total_spend_vol,transaction_count,payment_consistency_score,open_exposure,open_count,years_active,payment_terms_risk,is_payment_blocked,dunning_level,reversal_rate,discount_capture_rate,avg_payment_terms_days,voided_payment_rate,stale_payment_rate,composite_risk,RISK_CLASS_LABEL,KMEANS_CLUSTER,ISOLATION_SCORE,IS_OUTLIER
V000230,Tech Pvt Ltd,C,21.727272727272727,0.7272727272727273,355513.26,33,23.30406714405332,354747.02,21,6.6,0.55,0,4.0,0.03225806451612903,0.05263157894736842,2.043010752688172,0.0,0.043478260869565216,0.46193792766373415,0,1,0.1538,0
V000231,Agro Industries,B,21.771428571428572,0.7428571428571429,460177.39,35,21.608938393345355,247353.46,25,6.199999999999999,0.55,1,2.0,0.011627906976744186,0.125,1.8604651162790697,0.0,0.04,0.4897342192691031,0,0,0.2108,0
V000232,Digital Group,B,20.90909090909091,0.7727272727272727,556487.38,44,20.728385415777847,263816.8,26,6.366666666666667,0.75,1,4.0,0.050505050505050504,0.13636363636363635,2.2222222222222223,0.03125,0.03125,0.577114898989899,2,0,0.2057,0
V000233,Delta Solutions,C,23.175,0.8,1032214.38,40,21.067519659783983,431627.39999999997,16,6.1,0.75,0,1.0,0.024691358024691357,0.11764705882352941,2.0987654320987654,0.0,0.0,0.3765316358024691,0,2,0.3023,0
V000234,Net AG,C,23.365853658536587,0.8048780487804879,847645.0,41,21.95763659591006,456375.08,21,7.15,0.75,0,4.0,0.06741573033707865,0.0,2.0224719101123596,0.0,0.0625,0.49556271124508994,0,3,0.4608,0
V000235,Alpha Corp,A,26.12,0.8,539737.27,25,22.09886874932742,133043.53,20,5.4,0.55,1,4.0,0.014925373134328358,0.08333333333333333,1.791044776119403,0.0,0.0,0.6003258706467661,2,3,0.2825,0
V000236,Beta Inc,A,28.41860465116279,0.8372093023255814,1288684.68,43,24.15252383355524,175993.12,18,6.5,0.1,0,4.0,0.0125,0.0,1.625,0.0,0.025,0.5208236434108527,1,3,0.6879,1
V000237,Delta BV,C,20.395833333333332,0.75,561619.53,48,20.33207253968137,478992.92000000004,26,7.1,0.25,0,4.0,0.010309278350515464,0.08333333333333333,2.4742268041237114,0.02857142857142857,0.02857142857142857,0.4638707095810833,0,1,0.1853,0
V000238,Beta Industries,D,23.5,0.8095238095238095,662349.47,42,20.23550369415344,510276.36,22,6.2,0.25,0,4.0,0.056179775280898875,0.045454545454545456,2.4719101123595504,0.07894736842105263,0.0,0.5042865238940047,1,3,0.3546,0
V000239,Smart Inc,A,19.88135593220339,0.6949152542372882,907318.7,59,22.03608697487445,316972.93,24,5.15,0.25,1,2.0,0.0423728813559322,0.24,2.1186440677966103,0.0,0.0,0.4705508474576271,0,0,0.5038,0
V000240,Infra Associates,B,26.63888888888889,0.8333333333333334,932864.22,36,22.3417006358421,388261.76,28,6.433333333333334,0.75,1,4.0,0.07954545454545454,0.0,2.3863636363636362,0.030303030303030304,0.0,0.6219802188552188,2,3,0.5251,0
V000241,Pharma Group,D,23.395833333333332,0.8333333333333334,486342.14999999997,48,20.999229553580566,213635.76,19,7.449999999999999,0.35,1,2.0,0.0,0.16666666666666666,1.3333333333333333,0.0,0.05128205128205128,0.5224826388888889,1,0,0.4855,0
V000242,Energy Ltd,C,23.275,0.85,1054820.57,40,21.014021570468195,567618.76,15,6.866666666666667,0.55,0,4.0,0.056179775280898875,0.0,2.808988764044944,0.0,0.03225806451612903,0.5075971441947565,1,3,0.4331,0
V000243,Net Services,A,18.916666666666668,0.6944444444444444,316039.55,36,23.69734765146272,168690.53,13,5.733333333333333,0.25,1,3.0,0.0,0.07692307692307693,1.911764705882353,0.0,0.0,0.4996527777777777,1,0,0.3821,0
V000244,Tech Pvt Ltd,A,21.256410256410255,0.7692307692307693,355524.24,39,20.6036761522102,270662.55,22,6.5,0.75,0,4.0,0.023809523809523808,0.16,2.9761904761904763,0.0,0.06666666666666667,0.4717185592185592,0,1,0.2386,0
V000245,Net Services,B,16.977777777777778,0.7111111111111111,484289.5,45,20.381017113624598,126102.72,22,5.6,0.75,0,1.0,0.01098901098901099,0.16129032258064516,3.4065934065934065,0.027777777777777776,0.05555555555555555,0.32545075295075293,0,1,0.5583,0
V000246,Prime Partners,A,22.57777777777778,0.8,380759.99,45,21.322724634965994,311237.9,29,4.7,0.35,0,3.0,0.021052631578947368,0.2,2.1052631578947367,0.0,0.02857142857142857,0.4486793372319688,0,1,0.2571,0
V000247,Beta Industries,B,23.0,0.7142857142857143,541199.38,35,25.18519639881847,133845.45,19,7.199999999999999,0.25,0,4.0,0.012048192771084338,0.15789473684210525,2.289156626506024,0.0,0.07142857142857142,0.46132386689615607,0,1,0.3722,0
V000248,Logis Partners,B,23.896551724137932,0.7586206896551724,204899.6,29,23.29369140160701,399677.27999999997,21,6.300000000000001,0.1,0,3.0,0.04819277108433735,0.05555555555555555,2.1686746987951806,0.045454545454545456,0.09090909090909091,0.44901990406768133,0,1,0.3852,0
V000249,Sigma Group,A,18.714285714285715,0.7428571428571429,623426.66,35,21.285968076993584,248064.99,20,4.9,0.35,0,3.0,0.0,0.058823529411764705,2.073170731707317,0.034482758620689655,0.034482758620689655,0.4167816091954023,0,1,0.3093,0
V000250,Smart AG,C,25.633333333333333,0.7666666666666667,169574.34,30,22.690546920253595,167701.29,24,5.8999999999999995,0.25,1,2.0,0.045454545454545456,0.05263157894736842,2.159090909090909,0.0,0.04,0.5163510101010101,1,0,0.2289,0
V000251,Prime Inc,B,21.705882352941178,0.7647058823529411,1114760.93,51,20.75600550939131,192719.27,20,4.5,0.75,0,3.0,0.019417475728155338,0.11764705882352941,1.6504854368932038,0.0,0.0,0.43429468874928606,0,1,0.5012,0
V000252,Agro Pvt Ltd,C,27.545454545454547,0.8545454545454545,1160320.58,55,20.827170805729804,591898.83,29,4.7,0.1,0,0.0,0.043478260869565216,0.038461538461538464,2.260869565217391,0.0,0.0,0.3754841897233201,0,2,0.7457,1
V000253,Pharma BV,A,27.906976744186046,0.9302325581395349,637997.9299999999,43,20.604916141875755,161543.62,16,7.2,0.25,0,0.0,0.034482758620689655,0.0,2.6436781609195403,0.0,0.02631578947368421,0.3987971130713713,0,2,0.4982,0
V000254,Infra Pvt Ltd,B,25.41304347826087,0.8260869565217391,531905.71,46,22.556177854864725,214803.33,22,5.0,0.35,0,0.0,0.010638297872340425,0.09090909090909091,2.3404255319148937,0.0,0.027777777777777776,0.35477759790317603,0,2,0.2998,0
V000255,Smart Partners,A,28.58695652173913,0.8478260869565217,796733.39,46,22.50785155545753,510152.54999999993,34,6.3,0.2,1,4.0,0.01834862385321101,0.038461538461538464,2.385321100917431,0.05263157894736842,0.07894736842105263,0.6305581652075941,2,3,0.4029,0
V000256,Prime Enterprises,C,15.693877551020408,0.673469387755102,476611.4,49,21.796601495065552,506082.8,28,6.800000000000001,0.75,1,4.0,0.038834951456310676,0.15,1.941747572815534,0.05,0.025,0.5263154679347467,1,0,0.4571,0
V000257,Alpha Group,A,17.864864864864863,0.7297297297297297,452516.15,37,21.349163608600378,653410.02,29,5.2,0.1,0,4.0,0.041237113402061855,0.05263157894736842,1.958762886597938,0.0,0.038461538461538464,0.44747956719606197,0,1,0.4742,0
V000258,Tech AG,A,24.55263157894737,0.7105263157894737,430778.85000000003,38,25.159703268586064,150010.05,21,5.7,0.25,0,3.0,0.047619047619047616,0.06666666666666667,1.7857142857142858,0.03125,0.03125,0.4358474310776942,0,1,0.294,0
V000259,Zeta BV,A,23.891304347826086,0.782608695652174,368951.16000000003,46,22.292229100313623,862070.87,23,4.5,0.25,0,0.0,0.00980392156862745,0.16,2.450980392156863,0.0,0.0,0.33531010230179026,0,2,0.5966,0
V000260,Beta Solutions,A,16.736842105263158,0.6842105263157895,639197.09,38,24.70111520682582,173550.19,22,7.566666666666666,0.75,0,1.0,0.05063291139240506,0.15789473684210525,2.4050632911392404,0.0,0.037037037037037035,0.31756329113924053,0,1,0.5241,0
V000261,Digital Pvt Ltd,B,23.804878048780488,0.8292682926829268,966473.1799999999,41,22.456869229920635,278452.12,31,4.8,0.35,0,1.0,0.038834951456310676,0.03571428571428571,2.7184466019417477,0.0,0.11428571428571428,0.38935097482042774,0,2,0.5332,0
V000262,Zeta Partners,A,20.795454545454547,0.7954545454545454,632245.79,44,20.39103718458191,139876.17,18,6.85,0.35,0,4.0,0.033707865168539325,0.2,1.6853932584269662,0.0,0.058823529411764705,0.47865487742594476,0,1,0.313,0
V000263,Inter Associates,C,20.22222222222222,0.7111111111111111,788446.1,45,21.666783216469746,159563.03,19,5.0,0.1,0,3.0,0.021505376344086023,0.15789473684210525,2.043010752688172,0.03225806451612903,0.06451612903225806,0.4154689366786141,0,1,0.3716,0
V000264,Pharma Enterprises,A,20.55263157894737,0.7894736842105263,339698.05,38,20.70213119779864,175134.06,16,6.4,0.25,0,4.0,0.04597701149425287,0.12,2.8735632183908044,0.03125,0.0,0.4802007713248639,0,1,0.1636,0
V000265,Prime Pvt Ltd,B,23.642857142857142,0.7857142857142857,378669.64,42,21.24975917059679,484624.41000000003,15,7.9,0.1,0,1.0,0.021505376344086023,0.2222222222222222,1.935483870967742,0.030303030303030304,0.030303030303030304,0.37690703114090207,0,2,0.4587,0
V000266,Trans GmbH,B,20.857142857142858,0.7551020408163265,407344.38,49,19.62884781811369,410684.02,19,7.4,0.2,0,4.0,0.022222222222222223,0.10526315789473684,2.111111111111111,0.0,0.06060606060606061,0.4656575963718821,0,1,0.2675,0
V000267,Trans Associates,B,24.07894736842105,0.7894736842105263,727380.68,38,22.757691398314964,179086.88,21,5.866666666666667,0.35,1,4.0,0.03333333333333333,0.09090909090909091,2.4444444444444446,0.0,0.03125,0.5905043859649123,2,0,0.1006,0
V000268,Epsilon Pvt Ltd,C,19.70731707317073,0.7560975609756098,776383.6799999999,41,21.06803728689389,252702.89,20,5.85,0.2,0,2.0,0.011235955056179775,0.05,2.247191011235955,0.06666666666666667,0.0,0.3917333516031789,0,2,0.2343,0
V000269,Smart Associates,C,22.878048780487806,0.7073170731707317,438591.27,41,25.914470013827433,184630.01,20,6.9,0.35,0,3.0,0.010752688172043012,0.25,2.150537634408602,0.03125,0.0,0.4242205940204563,0,1,0.4126,0
V000270,Trans AG,A,23.38888888888889,0.7777777777777778,294719.63,36,22.588591023887354,226974.5,30,7.25,0.25,1,1.0,0.012195121951219513,0.16,3.048780487804878,0.03571428571428571,0.0,0.4730779778035875,0,0,0.3418,0
V000271,Epsilon Ltd,A,25.375,0.85,934416.44,40,21.19226697376143,151522.38999999998,24,6.5,0.25,0,2.0,0.05319148936170213,0.1111111111111111,1.9148936170212767,0.0,0.03225806451612903,0.44104831560283686,0,2,0.2517,0
V000272,Gamma Group,C,25.36111111111111,0.9166666666666666,361335.93,36,19.526030651821507,223462.92,22,5.5,0.25,1,1.0,0.03614457831325301,0.0,2.6506024096385543,0.0,0.038461538461538464,0.5217857541276215,1,3,0.4649,0
V000273,Beta Group,B,28.28205128205128,0.8974358974358975,465413.2,39,18.97914190000325,794373.2999999999,22,6.133333333333333,0.25,1,2.0,0.05747126436781609,0.10526315789473684,2.1839080459770117,0.0,0.06060606060606061,0.5678197760094311,2,3,0.6972,1
V000274,Net GmbH,D,23.076923076923077,0.7307692307692307,949954.16,52,22.617749540316265,500882.51,19,4.9,0.2,0,4.0,0.010638297872340425,0.25,2.5531914893617023,0.0,0.024390243902439025,0.4664484451718494,0,1,0.4239,0
V000275,Metal Solutions,A,20.72972972972973,0.8108108108108109,603336.57,37,21.813156897015475,125875.16,22,5.2,0.75,0,2.0,0.03260869565217391,0.11538461538461539,2.8260869565217392,0.03125,0.0,0.41100298668233454,0,1,0.1936,0
V000276,Pharma BV,B,24.296296296296298,0.7592592592592593,1150938.21,54,23.183134427268808,214988.01,12,6.0,0.55,0,4.0,0.010526315789473684,0.19047619047619047,2.210526315789474,0.0,0.022222222222222223,0.48006497725795966,0,1,0.2865,0
V000277,Zeta Group,B,28.77777777777778,0.8055555555555556,586010.59,36,23.107340962326376,254507.69,25,6.966666666666666,0.2,1,3.0,0.02197802197802198,0.0,1.978021978021978,0.037037037037037035,0.0,0.5799755799755799,2,3,0.3549,0
V000278,Logis Group,A,23.849056603773583,0.8113207547169812,644966.66,53,21.32206894494266,504601.94,27,7.6000000000000005,0.1,0,1.0,0.046296296296296294,0.14285714285714285,2.5925925925925926,0.02127659574468085,0.0,0.387024584801582,0,2,0.3185,0
V000279,Net Associates,D,22.89189189189189,0.7567567567567568,411346.14,37,23.30687045079648,219903.85,21,5.8,0.25,0,3.0,0.03409090909090909,0.11764705882352941,1.9318181818181819,0.0,0.041666666666666664,0.4383190008190008,0,1,0.1102,0
V000280,Delta Industries,B,20.0,0.725,483012.92,40,22.542267990462854,280487.95,24,7.0,0.25,0,3.0,0.05102040816326531,0.0,2.857142857142857,0.03333333333333333,0.03333333333333333,0.4217687074829932,0,1,0.2259,0
V000281,Pharma Pvt Ltd,D,24.80952380952381,0.7857142857142857,671021.02,42,20.767279722794342,299786.81,28,5.9,0.1,1,0.0,0.03,0.1,2.0,0.03125,0.0,0.44521230158730163,0,2,0.3895,0
V000282,Agro Industries,C,27.696969696969695,0.8181818181818182,349412.66000000003,33,21.703232547947852,420834.08999999997,29,5.4,0.25,0,3.0,0.01098901098901099,0.12,2.7472527472527473,0.041666666666666664,0.08333333333333333,0.4786241536241536,0,3,0.2929,0
V000283,Prime BV,A,24.431818181818183,0.8636363636363636,602877.66,44,19.978357740632365,829631.5,29,7.1000000000000005,0.55,1,4.0,0.04081632653061224,0.0,2.5510204081632653,0.030303030303030304,0.0,0.6180020871985158,2,3,0.4981,0
V000284,Smart Pvt Ltd,D,20.816326530612244,0.7551020408163265,671485.46,49,23.494390704119635,278386.33999999997,24,4.9,0.2,0,0.0,0.018867924528301886,0.034482758620689655,2.7358490566037736,0.02564102564102564,0.02564102564102564,0.3177162011393817,0,2,0.3803,0
V000285,Trans BV,B,24.318181818181817,0.7727272727272727,820365.95,44,24.626297843048707,240109.76,17,5.35,0.25,0,2.0,0.03225806451612903,0.05263157894736842,2.043010752688172,0.058823529411764705,0.0,0.41725209878672875,0,2,0.3145,0
V000286,Trans Ltd,B,23.313725490196077,0.7647058823529411,420169.00999999995,51,24.216928125654935,349465.38,29,4.966666666666667,0.75,1,4.0,0.04,0.14285714285714285,2.8,0.0,0.022222222222222223,0.5805522875816993,2,0,0.3058,0
V000287,Epsilon BV,C,18.96153846153846,0.7692307692307693,600651.71,52,21.06847988454674,234901.55,27,7.233333333333333,0.75,0,4.0,0.028037383177570093,0.0,1.7757009345794392,0.044444444444444446,0.022222222222222223,0.46702382378784246,0,1,0.3523,0
V000288,Smart Partners,A,24.367346938775512,0.7142857142857143,996757.99,49,25.12858090365018,538439.96,25,6.9,0.35,0,4.0,0.0594059405940594,0.09090909090909091,3.267326732673267,0.06976744186046512,0.023255813953488372,0.47873366477606466,0,1,0.5727,0
V000289,Net Enterprises,D,15.21951219512195,0.6341463414634146,423544.19,41,22.631297129331706,312971.47,23,6.633333333333333,0.35,0,4.0,0.0425531914893617,0.10526315789473684,2.021276595744681,0.0,0.07894736842105263,0.40791385573430206,0,1,0.4324,0
V000290,Net Corp,B,26.2,0.8222222222222222,874784.3099999999,45,21.25879497140804,140550.18,21,8.3,0.2,0,0.0,0.02197802197802198,0.16666666666666666,1.978021978021978,0.0,0.0,0.3580311355311355,0,2,0.4899,0
V000291,Agro Associates,B,23.632653061224488,0.7959183673469388,840013.75,49,22.545965897057787,229156.76,28,7.3999999999999995,0.35,0,2.0,0.01834862385321101,0.2,2.293577981651376,0.0,0.025,0.4140797603445048,0,1,0.1755,0
V000292,Digital Pvt Ltd,A,20.485714285714284,0.7714285714285715,921362.15,35,20.48007845310604,200200.33,21,7.2,0.55,0,3.0,0.023529411764705882,0.2608695652173913,2.7058823529411766,0.0625,0.0,0.43788865546218486,0,1,0.3953,0
V000293,Logis Solutions,A,22.607843137254903,0.803921568627451,1063709.17,51,21.69615489562383,308046.91000000003,24,7.5,0.35,0,4.0,0.010101010101010102,0.06666666666666667,3.0303030303030303,0.0,0.023255813953488372,0.4863859180035651,0,3,0.2318,0
V000294,Net BV,A,21.0625,0.84375,482444.92,32,19.91261150060919,283367.87,19,5.0,0.2,0,3.0,0.0,0.07692307692307693,2.795698924731183,0.041666666666666664,0.0,0.4575520833333333,0,3,0.2888,0
V000295,Smart Enterprises,A,23.97142857142857,0.8571428571428571,403901.94,35,20.80651158579323,292190.83,19,5.9,0.25,0,0.0,0.023529411764705882,0.047619047619047616,2.4705882352941178,0.034482758620689655,0.034482758620689655,0.3628250265623491,0,2,0.248,0
V000296,Energy Ltd,B,20.065217391304348,0.7391304347826086,639210.62,46,22.119274826281707,195311.72,24,6.0,0.25,0,3.0,0.020202020202020204,0.16666666666666666,2.4242424242424243,0.0,0.023255813953488372,0.4198644049187527,0,1,0.104,0
V000297,Digital Solutions,C,25.404761904761905,0.8571428571428571,553769.29,42,21.93233443672531,434520.49,28,7.449999999999999,0.25,1,1.0,0.027522935779816515,0.10714285714285714,2.5688073394495414,0.0,0.03225806451612903,0.5032483253240133,1,2,0.2569,0
V000298,Gamma Partners,A,22.86111111111111,0.8055555555555556,394401.67,36,21.847723356748542,188200.49,21,6.7,0.35,0,4.0,0.0,0.1,2.6666666666666665,0.03333333333333333,0.06666666666666667,0.4902546296296297,0,1,0.2009,0
V000299,Metal Enterprises,B,20.25,0.75,469164.04,44,22.47492142418424,138501.92,19,4.8,0.25,0,2.0,0.02197802197802198,0.21052631578947367,2.087912087912088,0.0,0.027777777777777776,0.38657280219780216,0,1,0.3247,0
V000300,Net Inc,A,24.891304347826086,0.8260869565217391,549705.61,46,21.5347040439582,372093.27,29,5.1,0.1,1,2.0,0.010416666666666666,0.125,3.3333333333333335,0.0,0.02702702702702703,0.5275815217391304,1,2,0.3367,0
V000301,Delta Group,B,32.705882352941174,0.9411764705882353,390794.44,34,19.738486343619538,763694.41,26,7.0,0.2,0,2.0,0.01,0.0,2.6,0.034482758620689655,0.0,0.4980757268424611,1,3,0.6971,1
V000302,Pharma Corp,B,22.23913043478261,0.782608695652174,697205.29,46,23.504311455663426,216991.65,25,6.1,0.2,1,4.0,0.045871559633027525,0.09523809523809523,1.926605504587156,0.0,0.030303030303030304,0.5820328081372158,2,0,0.1827,0
V000303,Inter Services,B,20.727272727272727,0.8181818181818182,604393.11,44,20.334829367670192,111792.73,13,5.833333333333333,0.35,1,4.0,0.0125,0.05555555555555555,2.25,0.0,0.03333333333333333,0.5830681818181818,2,3,0.1791,0
V000304,Pharma Group,B,22.02777777777778,0.7777777777777778,373796.12,36,22.33829013933713,127282.73,16,6.800000000000001,0.25,0,4.0,0.0125,0.047619047619047616,2.625,0.0,0.06666666666666667,0.4763657407407407,0,1,0.1738,0
V000305,Uni Associates,C,18.70731707317073,0.7317073170731707,459286.55,41,22.01845124258178,163176.41,20,7.6,0.75,1,2.0,0.047058823529411764,0.04,2.9411764705882355,0.0,0.030303030303030304,0.4771652319464371,0,0,0.323,0
V000306,Metal Inc,A,21.6046511627907,0.7674418604651163,549401.26,43,22.39593876330485,308913.62,23,7.0,0.75,0,3.0,0.054945054945054944,0.17391304347826086,2.5274725274725274,0.05405405405405406,0.0,0.443651848884407,0,1,0.208,0
V000307,Sigma Industries,A,20.18421052631579,0.7894736842105263,517801.39,38,21.48897299013373,195147.61,22,6.433333333333334,0.75,1,4.0,0.011764705882352941,0.21739130434782608,2.7058823529411766,0.0,0.0,0.5721194530443756,2,0,0.2998,0
V000308,Eco Services,C,23.289473684210527,0.8421052631578947,1236810.79,38,21.162061789319218,150972.57,22,5.25,0.75,1,4.0,0.0,0.0,1.9767441860465116,0.0,0.0,0.5996710526315789,2,3,0.5983,0
V000309,Trans Partners,B,28.772727272727273,0.8636363636363636,379287.47,44,21.673972856072112,425391.3,22,6.85,0.35,0,4.0,0.011494252873563218,0.1,2.2988505747126435,0.0,0.025,0.530126698014629,1,3,0.1972,0
V000310,Agro Industries,A,17.17241379310345,0.7241379310344828,453219.32,29,20.527105713312757,421476.10000000003,22,4.7,0.25,0,4.0,0.02564102564102564,0.14814814814814814,3.4615384615384617,0.0,0.0,0.4413572060123784,0,1,0.468,0
V000311,Energy Pvt Ltd,A,23.09090909090909,0.7575757575757576,232901.03,33,23.098110902684816,173629.13999999998,27,6.699999999999999,0.25,0,2.0,0.024096385542168676,0.06451612903225806,3.7349397590361444,0.0,0.03225806451612903,0.4008944870390654,0,2,0.3468,0
V000312,Gamma Associates,C,25.024390243902438,0.7804878048780488,334826.3,41,23.57274676918035,165566.82,18,7.033333333333334,0.75,0,1.0,0.034482758620689655,0.045454545454545456,2.528735632183908,0.0,0.0,0.3793629100084104,0,2,0.2226,0
V000313,Pharma Partners,A,15.49090909090909,0.6909090909090909,1007153.26,55,21.282815818360344,234038.3,26,7.033333333333334,0.35,1,4.0,0.019417475728155338,0.21428571428571427,2.7184466019417477,0.046511627906976744,0.023255813953488372,0.528411092181695,1,0,0.5407,0
V000314,Tech Pvt Ltd,A,19.441176470588236,0.7352941176470589,311466.67,34,22.066279191604863,654443.34,18,5.949999999999999,0.55,1,4.0,0.02564102564102564,0.17647058823529413,2.1794871794871793,0.03571428571428571,0.03571428571428571,0.5577286683904331,1,0,0.3427,0
V000315,Smart Group,B,14.904761904761905,0.6428571428571429,537703.12,42,23.829485244442417,138314.6,18,7.033333333333334,0.55,1,3.0,0.04395604395604396,0.24,2.7472527472527473,0.030303030303030304,0.030303030303030304,0.4748862248862249,0,0,0.5454,0
V000316,Pro Associates,D,17.952380952380953,0.8095238095238095,762444.67,42,22.242512997336913,238387.41,20,4.7,0.1,0,0.0,0.020202020202020204,0.13043478260869565,2.323232323232323,0.05555555555555555,0.0,0.3252344877344877,0,2,0.4959,0
V000317,Prime Industries,B,21.128205128205128,0.7692307692307693,458449.6,39,21.18984300776335,515285.41000000003,23,6.4,0.1,1,3.0,0.02247191011235955,0.047619047619047616,2.359550561797753,0.034482758620689655,0.0,0.5369988856767237,1,0,0.201,0
V000318,Metal Ltd,A,23.03921568627451,0.8431372549019608,759003.79,51,20.67071434112883,265683.51,23,5.4,0.25,0,3.0,0.038461538461538464,0.13793103448275862,2.7884615384615383,0.02631578947368421,0.02631578947368421,0.46791564129025426,0,3,0.1454,0
V000319,Global GmbH,C,24.48,0.82,556809.83,50,20.601406728271577,557499.96,24,5.85,0.75,1,2.0,0.05825242718446602,0.1,1.941747572815534,0.0,0.05128205128205128,0.5288252427184466,1,3,0.383,0
V000320,Tech Solutions,B,26.823529411764707,0.8529411764705882,328749.95,34,20.894352707001076,138657.18,15,5.966666666666666,0.75,1,4.0,0.028169014084507043,0.11538461538461539,3.6619718309859155,0.0,0.0,0.62046396023198,2,3,0.4723,0
V000321,Uni Industries,D,21.735294117647058,0.7647058823529411,378820.3,34,21.62112998971343,850283.96,23,7.033333333333334,0.55,0,3.0,0.0,0.25,2.2988505747126435,0.038461538461538464,0.07692307692307693,0.4363216440422322,0,1,0.5719,0
V000322,Pharma AG,A,20.361702127659573,0.7872340425531915,391008.39999999997,47,22.64223211833691,442186.21,20,6.5,0.35,1,2.0,0.029411764705882353,0.0,2.6470588235294117,0.0,0.10526315789473684,0.4989518147684606,1,0,0.3721,0
V000323,Pharma AG,C,28.745098039215687,0.8431372549019608,657256.55,51,20.710232386194896,212827.17,30,6.05,0.75,1,2.0,0.01834862385321101,0.03571428571428571,2.5688073394495414,0.024390243902439025,0.04878048780487805,0.5519863050762186,1,3,0.3142,0
V000324,Net Pvt Ltd,B,20.45,0.65,454375.76,40,24.362592173984634,597462.12,28,6.5,0.35,0,3.0,0.06521739130434782,0.15,2.1739130434782608,0.0,0.0,0.3992300724637681,0,1,0.4502,0
V000325,Epsilon Enterprises,A,20.022727272727273,0.7727272727272727,383759.27,44,21.958193508493547,253979.1,20,5.7,0.35,1,3.0,0.056179775280898875,0.29411764705882354,1.9101123595505618,0.029411764705882353,0.029411764705882353,0.5363053661198902,1,0,0.4191,0
V000326,Energy Industries,C,26.875,0.71875,429635.48,32,25.52007432489935,352877.97,31,6.2,0.35,1,2.0,0.011363636363636364,0.05555555555555555,2.0454545454545454,0.0,0.037037037037037035,0.5037405303030303,1,0,0.3629,0
V000327,Trans Associates,C,16.53846153846154,0.7435897435897436,435541.16000000003,39,20.23525604099277,379581.92000000004,24,5.05,0.25,1,3.0,0.022988505747126436,0.0625,1.839080459770115,0.0,0.0,0.5067860300618922,1,0,0.3803,0
V000328,Zeta Enterprises,D,25.727272727272727,0.8409090909090909,873630.71,44,20.96659983564517,145230.75,16,6.0,0.2,0,1.0,0.024096385542168676,0.09523809523809523,2.5301204819277108,0.02702702702702703,0.02702702702702703,0.4020820382266165,0,2,0.1832,0
V000329,Delta Solutions,D,18.166666666666668,0.7291666666666666,516084.94,48,24.0189050836719,393220.52,26,5.050000000000001,0.55,0,3.0,0.010101010101010102,0.15,2.0202020202020203,0.024390243902439025,0.0,0.4103935698447893,0,1,0.3129,0
V000330,Prime Pvt Ltd,B,20.871794871794872,0.7948717948717948,679639.64,39,21.298850336133768,302531.38,22,6.466666666666666,0.75,0,4.0,0.02666666666666667,0.0,0.9333333333333333,0.03571428571428571,0.07142857142857142,0.4816654456654456,0,3,0.4244,0
V000331,Metal Corp,B,18.205882352941178,0.8235294117647058,431095.7,34,17.96929942777775,272277.03,23,5.5,0.25,0,3.0,0.012658227848101266,0.1,2.5316455696202533,0.03571428571428571,0.07142857142857142,0.4402539180229053,0,3,0.3509,0
V000332,Energy Associates,B,23.897435897435898,0.8205128205128205,656141.66,39,21.47311032283335,223779.89,19,5.8,0.35,0,4.0,0.0,0.09523809523809523,2.625,0.03333333333333333,0.0,0.4990598290598291,1,3,0.1689,0
V000333,Agro Corp,A,24.323529411764707,0.7941176470588235,378249.16,34,22.229819705419846,237091.25,17,6.6,0.2,0,1.0,0.0,0.0,2.2535211267605635,0.0,0.0,0.3770833333333333,0,2,0.2803,0
V000334,Net GmbH,D,21.424242424242426,0.7575757575757576,478375.98000000004,33,24.115646247600207,357655.81999999995,17,7.4,0.1,0,1.0,0.039473684210526314,0.23529411764705882,2.236842105263158,0.0,0.0,0.3579877724614567,0,1,0.4296,0
V000335,Uni Ltd,A,21.03921568627451,0.803921568627451,387826.01,51,22.01359651153234,633304.68,25,6.8,0.35,0,0.0,0.05555555555555555,0.05714285714285714,3.240740740740741,0.022222222222222223,0.022222222222222223,0.3366176470588235,0,2,0.4785,0
V000336,Energy Industries,C,13.909090909090908,0.7575757575757576,306561.66000000003,33,21.085189761363953,123850.08,17,5.5,0.35,0,3.0,0.047619047619047616,0.041666666666666664,2.857142857142857,0.038461538461538464,0.038461538461538464,0.4063353313353313,0,1,0.3206,0
V000337,Eco Corp,B,24.31578947368421,0.7368421052631579,711271.6,38,24.77150200375521,389547.53,33,6.833333333333333,0.75,1,4.0,0.021052631578947368,0.11764705882352941,1.7894736842105263,0.0,0.0,0.5744736842105262,2,0,0.3558,0
V000338,Global Enterprises,A,20.829268292682926,0.7560975609756098,341857.9,41,23.52435167972158,542781.1,19,4.85,0.75,0,3.0,0.024096385542168676,0.125,2.891566265060241,0.030303030303030304,0.030303030303030304,0.4315578277633817,0,1,0.3042,0
V000339,Delta AG,A,28.14,0.86,978271.52,50,21.10905599258193,171254.2,24,8.2,0.55,1,3.0,0.0,0.125,2.1818181818181817,0.0,0.05128205128205128,0.58775,2,3,0.4904,0
V000340,Inter Ltd,C,21.23404255319149,0.7659574468085106,522294.37,47,22.20674864712101,799396.9600000001,23,5.8,0.1,0,3.0,0.03260869565217391,0.2727272727272727,2.391304347826087,0.024390243902439025,0.024390243902439025,0.436462305302979,0,1,0.4491,0
